ID,Outcome,SUT,Confidence,dsa,lsa,conf*(1-norm_dsa)
0,Pass,0,0.9999566,0.07663313,0,0.9817021
1,Pass,0,0.9415011,0.13672839,0,0.90834
2,Pass,0,0.9984124,0.025319483,0,0.99465007
3,Pass,0,0.9997981,0.25418866,0,0.93142873
4,Pass,0,0.9997551,0.30439714,0,0.9172171
5,Pass,0,0.9995165,0.025448265,0,0.9957137
6,Pass,0,0.9988067,0.42624712,0,0.88198704
7,Pass,0,0.85007405,0.44518372,0,0.7461053
8,Pass,0,0.9954526,0.46107203,0,0.869238
9,Pass,0,0.96806484,0.29544678,0,0.8905893
10,Pass,0,0.99990475,0.14768119,0,0.96159464
11,Pass,0,0.9991566,0.21388511,0,0.94220006
12,Pass,0,0.9855151,0.35296693,0,0.890639
13,Pass,0,0.9998709,0.10233493,0,0.9743627
14,Pass,0,0.99984515,0.100393444,0,0.97488564
15,Pass,0,0.99720544,0.35301727,0,0.9011897
16,Pass,0,0.9832961,0.43660682,0,0.8654146
17,Pass,0,0.9999734,0.14543504,0,0.9622948
18,Pass,0,0.93493706,1.0313892,0,0.6658578
19,Pass,0,0.9996124,0.15087487,0,0.9604122
20,Pass,0,0.95417345,0.40924686,0,0.8471536
21,Pass,0,0.9746302,0.27715158,0,0.90166336
22,Pass,0,0.9988244,0.17939885,0,0.9516116
23,Pass,0,0.99982315,0.23826364,0,0.93594724
24,Pass,0,0.99460536,0.3452309,0,0.90102637
25,Pass,0,0.9993747,0.2564019,0,0.9304097
26,Pass,0,0.99954563,0.19592574,0,0.94763494
27,Pass,0,0.999783,0.2642072,0,0.9285867
28,Pass,0,0.9998921,0.2573934,0,0.93061155
29,Pass,0,0.998254,0.09774791,0,0.9740798
30,Pass,0,0.9995528,0.19733365,0,0.9472444
31,Pass,0,0.9901758,0.06851276,0,0.9743699
32,Pass,0,0.9997887,0.2028179,0,0.94592
33,Pass,0,0.78060454,0.48952907,0,0.6753594
34,Pass,0,0.99980885,0.13181908,0,0.9659798
35,Pass,0,0.92456,0.55857414,0,0.78188354
36,Pass,0,0.9978794,0.60573393,0,0.8306024
37,Pass,0,0.99877197,0.059624165,0,0.98533523
38,Pass,0,0.93507797,0.5005943,0,0.80608475
39,Pass,0,0.99960965,0.20045221,0,0.94641817
40,Pass,0,0.9805016,0.1265498,0,0.9487844
41,Pass,0,0.9973611,0.58461237,0,0.8361184
42,Pass,0,0.99953747,0.2572815,0,0.93031305
43,Pass,0,0.97763044,0.7689261,0,0.7687056
44,Pass,0,0.96111226,0.331103,0,0.87451804
45,Pass,0,0.9991003,0.26989374,0,0.9263487
46,Pass,0,0.9846598,0.22860986,0,0.9244363
47,Pass,0,0.99113864,0.40998596,0,0.87976605
48,Pass,0,0.9991202,0.41952035,0,0.88416123
49,Pass,0,0.999156,0.3643897,0,0.8997445
50,Pass,0,0.9997553,0.14747152,0,0.9615101
51,Pass,0,0.99986994,0.22834907,0,0.9387897
52,Pass,0,0.9998783,0.21573667,0,0.9423579
53,Pass,0,0.99575585,0.30644605,0,0.91297203
54,Pass,0,0.9998454,0.12531714,0,0.96785045
55,Pass,0,0.97111446,0.11490241,0,0.9428943
56,Pass,0,0.99999535,0.21137695,0,0.94369906
57,Pass,0,0.9943838,0.10175792,0,0.96917754
58,Pass,0,0.9935109,0.2887771,0,0.91586965
59,Pass,0,0.9917503,0.22797745,0,0.9312702
60,Pass,0,0.99723333,0.40624815,0,0.8862282
61,Pass,0,0.99902594,0.53680575,0,0.85099775
62,Pass,0,0.6681592,0.6420307,0,0.5493071
63,Pass,0,0.9856457,0.7160209,0,0.78972995
64,Pass,0,0.9992594,0.25825423,0,0.9297799
65,Pass,0,0.89354867,1.1215591,0,0.6136341
66,Pass,0,0.9950081,0.3064515,0,0.9122849
67,Pass,0,0.9998128,0.30606318,0,0.9167997
68,Pass,0,0.99985886,0.16121474,0,0.95773023
69,Pass,0,0.9819577,0.18116775,0,0.93505174
70,Pass,0,0.9999218,0.40030864,0,0.89029413
71,Pass,0,0.9999875,0.08349232,0,0.97979593
72,Pass,0,0.9498768,0.3385659,0,0.86229354
73,Pass,0,0.48267642,0.68831575,0,0.3905107
74,Pass,0,0.9995421,0.07895844,0,0.980639
75,Pass,0,0.99695134,0.38535765,0,0.8918575
76,Pass,0,0.9955258,0.27084175,0,0.922768
77,Pass,0,0.96520895,0.39139703,0,0.8618155
78,Pass,0,0.79518074,0.489027,0,0.68808305
79,Pass,0,0.99996936,0.25363603,0,0.9317442
80,Pass,0,0.91794646,0.52065843,0,0.7861168
81,Pass,0,0.9995498,0.25932503,0,0.9297479
82,Pass,0,0.99997973,0.1336571,0,0.965626
83,Pass,0,0.99929106,0.17433189,0,0.95348567
84,Pass,0,0.990622,0.3831456,0,0.886814
85,Pass,0,0.99995947,0.16421954,0,0.95697826
86,Pass,0,0.99994934,0.14386381,0,0.9627152
87,Pass,0,0.97445655,0.37931398,0,0.87339664
