ID,Outcome,SUT,Confidence,dsa,lsa,conf*(1-norm_dsa)
0,Pass,0,0,0,13.14078672804597,0
1,Pass,0,0,0,9.206886972239438,0
2,Pass,0,0,0,10.527734281202665,0
3,Pass,0,0,0,11.560867671884884,0
4,Pass,0,0,0,4.054578716976602,0
5,Pass,0,0,0,0.36100631252822013,0
6,Pass,0,0,0,5.710481152684609,0
7,Pass,0,0,0,4.692760110416743,0
8,Pass,0,0,0,3.407901803939144,0
9,Pass,0,0,0,9.255031566118117,0
10,Pass,0,0,0,22.250930278040407,0
11,Pass,0,0,0,14.87335242870667,0
12,Pass,0,0,0,7.005027814618356,0
13,Pass,0,0,0,-0.0,0
14,Pass,0,0,0,6.89413856840645,0
15,Pass,0,0,0,-0.0,0
16,Pass,0,0,0,0.10925697797983414,0
17,Pass,0,0,0,-0.0,0
18,Pass,0,0,0,-0.0,0
19,Pass,0,0,0,-0.0,0
20,Pass,0,0,0,-0.0,0
21,Pass,0,0,0,-0.0,0
22,Pass,0,0,0,9.143274192065999,0
23,Pass,0,0,0,0.028316508026408158,0
24,Pass,0,0,0,4.0697833568779105,0
25,Pass,0,0,0,-0.0,0
26,Pass,0,0,0,2.3471010484663437,0
27,Pass,0,0,0,10.903193620758543,0
28,Pass,0,0,0,-0.0,0
29,Pass,0,0,0,23.025850929940454,0
30,Pass,0,0,0,23.025850929940454,0
31,Pass,0,0,0,23.025850929940454,0
32,Pass,0,0,0,23.025850929940454,0
33,Pass,0,0,0,4.933925727897489,0
34,Pass,0,0,0,4.3482623233117055,0
35,Pass,0,0,0,3.0467572202318243,0
36,Pass,0,0,0,2.012857966169546,0
37,Pass,0,0,0,22.152960868593034,0
38,Pass,0,0,0,22.811794742643333,0
39,Pass,0,0,0,23.025850929940454,0
40,Pass,0,0,0,-0.0,0
41,Pass,0,0,0,-0.0,0
42,Pass,0,0,0,-0.0,0
43,Pass,0,0,0,-0.0,0
44,Pass,0,0,0,3.089160710877134,0
45,Pass,0,0,0,5.750791452645211,0
46,Pass,0,0,0,-0.0,0
47,Pass,0,0,0,8.487304638603382,0
48,Pass,0,0,0,23.025850929940454,0
49,Pass,0,0,0,2.1278921433766906,0
50,Pass,0,0,0,23.025850929940454,0
51,Pass,0,0,0,21.644471931224547,0
52,Pass,0,0,0,-0.0,0
53,Pass,0,0,0,-0.0,0
54,Pass,0,0,0,9.812633677460722,0
55,Pass,0,0,0,14.650476815108602,0
56,Pass,0,0,0,-0.0,0
57,Pass,0,0,0,12.521180729462694,0
58,Pass,0,0,0,4.42389851092331,0
59,Pass,0,0,0,-0.0,0
60,Pass,0,0,0,-0.0,0
61,Pass,0,0,0,-0.0,0
62,Pass,0,0,0,-0.0,0
63,Pass,0,0,0,-0.0,0
64,Pass,0,0,0,-0.0,0
65,Pass,0,0,0,-0.0,0
66,Pass,0,0,0,-0.0,0
67,Pass,0,0,0,-0.0,0
68,Pass,0,0,0,-0.0,0
69,Pass,0,0,0,-0.0,0
70,Pass,0,0,0,1.344673171257014,0
71,Pass,0,0,0,-0.0,0
72,Pass,0,0,0,7.682433331018246,0
73,Pass,0,0,0,1.4520583434480128,0
74,Pass,0,0,0,3.2221501753140003,0
75,Pass,0,0,0,3.4500434111407823,0
76,Pass,0,0,0,6.973592130004406,0
77,Pass,0,0,0,4.153754437824916,0
78,Pass,0,0,0,-0.0,0
79,Pass,0,0,0,-0.0,0
80,Pass,0,0,0,4.952535972368444,0
81,Pass,0,0,0,-0.0,0
82,Pass,0,0,0,-0.0,0
83,Pass,0,0,0,6.350198960392828,0
84,Pass,0,0,0,-0.0,0
85,Pass,0,0,0,13.286833589139315,0
86,Pass,0,0,0,3.1055334356991913,0
87,Pass,0,0,0,12.654553462103792,0
88,Pass,0,0,0,6.609786585700597,0
89,Pass,0,0,0,5.834015316466171,0
90,Pass,0,0,0,23.025850929940454,0
91,Pass,0,0,0,19.272138650172828,0
92,Pass,0,0,0,19.029120725185717,0
93,Pass,0,0,0,15.781635826942228,0
94,Pass,0,0,0,17.725611702601036,0
95,Pass,0,0,0,22.164191811798936,0
96,Pass,0,0,0,23.025850929940454,0
97,Pass,0,0,0,21.529628269658197,0
98,Pass,0,0,0,23.025850929940454,0
99,Pass,0,0,0,18.960361210692533,0
100,Pass,0,0,0,11.23266267455572,0
101,Pass,0,0,0,16.193927967097753,0
102,Pass,0,0,0,14.033495624420437,0
103,Pass,0,0,0,10.366491028251096,0
104,Pass,0,0,0,5.237825835049133,0
105,Pass,0,0,0,7.025192112330342,0
106,Pass,0,0,0,7.243556710945325,0
107,Pass,0,0,0,6.3637577515250285,0
108,Pass,0,0,0,2.249543793161517,0
109,Pass,0,0,0,3.768733886536451,0
110,Pass,0,0,0,-0.0,0
111,Pass,0,0,0,8.70535545462083,0
112,Pass,0,0,0,-0.0,0
113,Pass,0,0,0,-0.0,0
114,Pass,0,0,0,-0.0,0
115,Pass,0,0,0,-0.0,0
116,Pass,0,0,0,-0.0,0
117,Pass,0,0,0,-0.0,0
118,Pass,0,0,0,-0.0,0
119,Pass,0,0,0,-0.0,0
120,Pass,0,0,0,-0.0,0
121,Pass,0,0,0,-0.0,0
122,Pass,0,0,0,-0.0,0
123,Pass,0,0,0,-0.0,0
124,Pass,0,0,0,-0.0,0
125,Pass,0,0,0,-0.0,0
126,Pass,0,0,0,-0.0,0
127,Pass,0,0,0,-0.0,0
128,Pass,0,0,0,-0.0,0
129,Pass,0,0,0,-0.0,0
130,Pass,0,0,0,-0.0,0
131,Pass,0,0,0,-0.0,0
132,Pass,0,0,0,-0.0,0
133,Pass,0,0,0,-0.0,0
134,Pass,0,0,0,-0.0,0
135,Pass,0,0,0,-0.0,0
136,Pass,0,0,0,-0.0,0
137,Pass,0,0,0,-0.0,0
138,Pass,0,0,0,-0.0,0
139,Pass,0,0,0,-0.0,0
140,Pass,0,0,0,-0.0,0
141,Pass,0,0,0,-0.0,0
142,Pass,0,0,0,-0.0,0
143,Pass,0,0,0,-0.0,0
144,Pass,0,0,0,-0.0,0
145,Pass,0,0,0,-0.0,0
146,Pass,0,0,0,-0.0,0
147,Pass,0,0,0,-0.0,0
148,Pass,0,0,0,-0.0,0
149,Pass,0,0,0,-0.0,0
150,Pass,0,0,0,1.7468175436355857,0
151,Pass,0,0,0,-0.0,0
152,Pass,0,0,0,-0.0,0
153,Pass,0,0,0,-0.0,0
154,Pass,0,0,0,0.2889705780316994,0
155,Pass,0,0,0,-0.0,0
156,Pass,0,0,0,-0.0,0
157,Pass,0,0,0,-0.0,0
158,Pass,0,0,0,7.579610051959252,0
159,Pass,0,0,0,5.022197784952751,0
160,Pass,0,0,0,1.119976636561079,0
161,Pass,0,0,0,-0.0,0
162,Pass,0,0,0,-0.0,0
163,Pass,0,0,0,-0.0,0
164,Pass,0,0,0,-0.0,0
165,Pass,0,0,0,-0.0,0
166,Pass,0,0,0,-0.0,0
167,Pass,0,0,0,-0.0,0
168,Pass,0,0,0,-0.0,0
169,Pass,0,0,0,-0.0,0
170,Pass,0,0,0,-0.0,0
171,Pass,0,0,0,-0.0,0
172,Pass,0,0,0,-0.0,0
173,Pass,0,0,0,-0.0,0
174,Pass,0,0,0,-0.0,0
175,Pass,0,0,0,-0.0,0
176,Pass,0,0,0,-0.0,0
177,Pass,0,0,0,-0.0,0
178,Pass,0,0,0,-0.0,0
179,Pass,0,0,0,-0.0,0
180,Pass,0,0,0,-0.0,0
181,Pass,0,0,0,-0.0,0
182,Pass,0,0,0,-0.0,0
183,Pass,0,0,0,-0.0,0
184,Pass,0,0,0,1.5206915299509662,0
185,Pass,0,0,0,-0.0,0
186,Pass,0,0,0,-0.0,0
187,Pass,0,0,0,-0.0,0
188,Pass,0,0,0,-0.0,0
189,Pass,0,0,0,-0.0,0
190,Pass,0,0,0,-0.0,0
191,Pass,0,0,0,-0.0,0
192,Pass,0,0,0,-0.0,0
193,Pass,0,0,0,-0.0,0
194,Pass,0,0,0,-0.0,0
195,Pass,0,0,0,-0.0,0
196,Pass,0,0,0,-0.0,0
197,Pass,0,0,0,-0.0,0
198,Pass,0,0,0,-0.0,0
199,Pass,0,0,0,-0.0,0
200,Pass,0,0,0,-0.0,0
201,Pass,0,0,0,-0.0,0
202,Pass,0,0,0,-0.0,0
203,Pass,0,0,0,-0.0,0
204,Pass,0,0,0,-0.0,0
205,Pass,0,0,0,-0.0,0
206,Pass,0,0,0,-0.0,0
207,Pass,0,0,0,-0.0,0
208,Pass,0,0,0,-0.0,0
209,Pass,0,0,0,-0.0,0
210,Pass,0,0,0,-0.0,0
211,Pass,0,0,0,-0.0,0
212,Pass,0,0,0,-0.0,0
213,Pass,0,0,0,-0.0,0
214,Pass,0,0,0,-0.0,0
215,Pass,0,0,0,-0.0,0
216,Pass,0,0,0,-0.0,0
217,Pass,0,0,0,-0.0,0
218,Pass,0,0,0,-0.0,0
219,Pass,0,0,0,-0.0,0
220,Pass,0,0,0,-0.0,0
221,Pass,0,0,0,-0.0,0
222,Pass,0,0,0,-0.0,0
223,Pass,0,0,0,-0.0,0
224,Pass,0,0,0,-0.0,0
225,Pass,0,0,0,-0.0,0
226,Pass,0,0,0,-0.0,0
227,Pass,0,0,0,-0.0,0
228,Pass,0,0,0,-0.0,0
229,Pass,0,0,0,-0.0,0
230,Pass,0,0,0,-0.0,0
231,Pass,0,0,0,-0.0,0
232,Pass,0,0,0,-0.0,0
233,Pass,0,0,0,-0.0,0
234,Pass,0,0,0,-0.0,0
235,Pass,0,0,0,-0.0,0
236,Pass,0,0,0,-0.0,0
237,Pass,0,0,0,-0.0,0
238,Pass,0,0,0,-0.0,0
239,Pass,0,0,0,-0.0,0
240,Pass,0,0,0,-0.0,0
241,Pass,0,0,0,-0.0,0
242,Pass,0,0,0,-0.0,0
243,Pass,0,0,0,-0.0,0
244,Pass,0,0,0,-0.0,0
245,Pass,0,0,0,-0.0,0
246,Pass,0,0,0,-0.0,0
247,Pass,0,0,0,-0.0,0
248,Pass,0,0,0,-0.0,0
249,Pass,0,0,0,-0.0,0
250,Pass,0,0,0,-0.0,0
251,Pass,0,0,0,-0.0,0
252,Pass,0,0,0,-0.0,0
253,Pass,0,0,0,-0.0,0
254,Pass,0,0,0,-0.0,0
255,Pass,0,0,0,3.0472626687860447,0
256,Pass,0,0,0,-0.0,0
257,Pass,0,0,0,-0.0,0
258,Pass,0,0,0,-0.0,0
259,Pass,0,0,0,-0.0,0
260,Pass,0,0,0,-0.0,0
261,Pass,0,0,0,-0.0,0
262,Pass,0,0,0,-0.0,0
263,Pass,0,0,0,-0.0,0
264,Pass,0,0,0,-0.0,0
265,Pass,0,0,0,-0.0,0
266,Pass,0,0,0,-0.0,0
267,Pass,0,0,0,-0.0,0
268,Pass,0,0,0,-0.0,0
269,Pass,0,0,0,-0.0,0
270,Pass,0,0,0,5.357299720201194,0
271,Pass,0,0,0,-0.0,0
272,Pass,0,0,0,-0.0,0
273,Pass,0,0,0,-0.0,0
274,Pass,0,0,0,-0.0,0
275,Pass,0,0,0,-0.0,0
276,Pass,0,0,0,-0.0,0
277,Pass,0,0,0,-0.0,0
278,Pass,0,0,0,-0.0,0
279,Pass,0,0,0,-0.0,0
280,Pass,0,0,0,1.585083593805204,0
281,Pass,0,0,0,-0.0,0
282,Pass,0,0,0,6.048013939820213,0
283,Pass,0,0,0,-0.0,0
284,Pass,0,0,0,-0.0,0
285,Pass,0,0,0,-0.0,0
286,Pass,0,0,0,1.3217101162534255,0
287,Pass,0,0,0,-0.0,0
288,Pass,0,0,0,11.284277567253925,0
289,Pass,0,0,0,3.450585544260638,0
290,Pass,0,0,0,-0.0,0
291,Pass,0,0,0,-0.0,0
292,Pass,0,0,0,6.542328754318898,0
293,Pass,0,0,0,16.835665437975695,0
294,Pass,0,0,0,11.058553702113597,0
295,Pass,0,0,0,10.728253611947805,0
296,Pass,0,0,0,-0.0,0
297,Pass,0,0,0,-0.0,0
298,Pass,0,0,0,-0.0,0
299,Pass,0,0,0,-0.0,0
300,Pass,0,0,0,-0.0,0
301,Pass,0,0,0,-0.0,0
302,Pass,0,0,0,-0.0,0
303,Pass,0,0,0,-0.0,0
304,Pass,0,0,0,-0.0,0
305,Pass,0,0,0,-0.0,0
306,Pass,0,0,0,-0.0,0
307,Pass,0,0,0,-0.0,0
308,Pass,0,0,0,-0.0,0
309,Pass,0,0,0,-0.0,0
310,Pass,0,0,0,-0.0,0
311,Pass,0,0,0,-0.0,0
312,Pass,0,0,0,2.2427068604889184,0
313,Pass,0,0,0,4.384021345870522,0
314,Pass,0,0,0,-0.0,0
315,Pass,0,0,0,-0.0,0
316,Pass,0,0,0,-0.0,0
317,Pass,0,0,0,-0.0,0
318,Pass,0,0,0,-0.0,0
319,Pass,0,0,0,-0.0,0
320,Pass,0,0,0,-0.0,0
321,Pass,0,0,0,-0.0,0
322,Pass,0,0,0,-0.0,0
323,Pass,0,0,0,-0.0,0
324,Pass,0,0,0,-0.0,0
325,Pass,0,0,0,-0.0,0
326,Pass,0,0,0,6.352297021764308,0
327,Pass,0,0,0,1.2428453395442642,0
328,Pass,0,0,0,3.5410135907129408,0
329,Pass,0,0,0,3.1756673194014997,0
330,Pass,0,0,0,-0.0,0
331,Pass,0,0,0,5.204531098915635,0
332,Pass,0,0,0,23.025850929940454,0
333,Pass,0,0,0,23.025850929940454,0
334,Pass,0,0,0,23.025850929940454,0
335,Pass,0,0,0,23.025850929940454,0
336,Pass,0,0,0,7.869158597274931,0
337,Pass,0,0,0,6.789710707110171,0
338,Pass,0,0,0,6.355575175545474,0
339,Pass,0,0,0,2.8342845392190856,0
340,Pass,0,0,0,13.056932604327036,0
341,Pass,0,0,0,10.430204283639767,0
342,Pass,0,0,0,0.9869711789790515,0
343,Pass,0,0,0,1.4936953340036891,0
344,Pass,0,0,0,0.888271414294982,0
345,Pass,0,0,0,2.7221584904608127,0
346,Pass,0,0,0,0.13227098522878128,0
347,Pass,0,0,0,1.0370601485003443,0
348,Pass,0,0,0,2.1332023356514207,0
349,Pass,0,0,0,0.03141721290310619,0
350,Pass,0,0,0,6.9327943271320205,0
351,Pass,0,0,0,1.7201983664460012,0
352,Pass,0,0,0,1.6300377522725282,0
353,Pass,0,0,0,-0.0,0
